"filename","cell_no","genotype","stage","foci_count","sd_foci","mean_foci","median_foci","mean_px","median_px","percent_on","sd_px","lone_foci"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_001-crop-1-SYCP3.jpeg","1","Fancm-/-","pachytene","29","43.8258089555942","12.9183673469388","4","0.0472072279533988","0.0392156862745098","0.440758293838863","0.0417568460191713","20"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_002-crop-2-SYCP3.jpeg","2","Fancm-/-","pachytene","29","33.7933700433588","13.910447761194","6","0.0269393193988535","0.0196078431372549","0.253218884120172","0.0219898714662211","38"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_003-crop-3-SYCP3.jpeg","3","Fancm-/-","pachytene","24","5.03006831977333","6.88888888888889","6","0.0588624903534207","0.0549019607843137","0.504032258064516","0.0395815617091279","12"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_007-crop-7-SYCP3.jpeg","4","Fancm-/-","pachytene","32","54.8690515729297","21.05","9.5","0.0444216122082617","0.0392156862745098","0.567695961995249","0.0355885784068921","8"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_008-crop-8-SYCP3.jpeg","5","Fancm-/-","pachytene","46","20.1434297967142","12.0217391304348","7","0.0449444874774077","0.0392156862745098","0.492766726943942","0.0367691720323009","46"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_010-crop-11-SYCP3.jpeg","6","Fancm-/-","pachytene","30","7.40079000819351","10.3421052631579","9","0.0456705735677474","0.0392156862745098","0.623409669211196","0.0339553659054978","8"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_011-crop-13-SYCP3.jpeg","7","Fancm-/-","pachytene","28","17.4368908148879","11.6129032258065","8","0.047445372428849","0.0431372549019608","0.527777777777778","0.0374111730925745","3"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_012-crop-14-SYCP3.jpeg","8","Fancm-/-","pachytene","36","56.8543609020122","21.9487179487179","12","0.0593950179223137","0.0509803921568627","0.43107476635514","0.0471597630359849","3"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_014-crop-20-SYCP3.jpeg","9","Fancm-/-","pachytene","24","41.4966665327871","18.16","8","0.0564750689899985","0.0509803921568627","0.466960352422908","0.0413966161413958","1"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_015-crop-21-SYCP3.jpeg","10","Fancm-/-","pachytene","31","19.183656715794","12.1818181818182","6","0.0678908803104575","0.0666666666666667","0.315298507462687","0.0388948755506197","13"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_017-crop-23-SYCP3.jpeg","11","Fancm-/-","pachytene","27","9.02059932162005","9.93939393939394","8","0.063649531884826","0.0588235294117647","0.548780487804878","0.0437745678795491","6"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_018-crop-27-SYCP3.jpeg","12","Fancm-/-","pachytene","23","40.7084694772413","17.1111111111111","8","0.0632725851076627","0.0549019607843137","0.506493506493506","0.0483790002821421","4"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_019-crop-28-SYCP3.jpeg","13","Fancm-/-","pachytene","39","38.4674694063912","15.725","7.5","0.0661208289084465","0.0549019607843137","0.4181240063593","0.0596514730381101","41"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_022-crop-30-SYCP3.jpeg","14","Fancm-/-","pachytene","24","86.8476585146294","28.1","7.5","0.105384064134592","0.0627450980392157","0.519572953736655","0.131737587883411","-4"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_024-crop-33-SYCP3.jpeg","15","Fancm-/-","pachytene","29","59.2378311125638","18.2777777777778","7","0.131217144242779","0.113725490196078","0.437689969604863","0.102872107565452","7"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_027-crop-35-SYCP3.jpeg","16","Fancm-/-","pachytene","35","87.6759971773123","28.531914893617","10","0.0749284951238843","0.0549019607843137","0.404175988068605","0.0803769033023125","12"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_875--_VT_030-crop-37-SYCP3.jpeg","17","Fancm-/-","pachytene","23","56.114678497316","22.6666666666667","8","0.135413262351789","0.109803921568627","0.33578431372549","0.113709384959979","13"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_876++_VT_002goodone-crop-39-SYCP3.jpeg","18","Fancm+/+","pachytene","28","77.2693793766154","25.9032258064516","9","0.0853143566518657","0.0666666666666667","0.4906600249066","0.081895838037976","3"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_876++_VT_011-crop-43-SYCP3.jpeg","19","Fancm+/+","pachytene","6","7.30825056465564","8.6","6","0.0557096571581376","0.0509803921568627","0.0697674418604651","0.0327504118376979","14"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_876++_VT_015-crop-47-SYCP3.jpeg","20","Fancm+/+","pachytene","7","26.9435035018162","18.5714285714286","9","0.0594599767912046","0.0549019607843137","0.4","0.0341474589990623","0"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_876++_VT_021-crop-64-SYCP3.jpeg","21","Fancm+/+","pachytene","9","64.5286580708006","29.2222222222222","7","0.0561931780318536","0.0470588235294118","0.250950570342205","0.0450711247654858","9"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_876++_VT_025-crop-70-SYCP3.jpeg","22","Fancm+/+","pachytene","6","49.0286602285798","50.1428571428571","22","0.0220378444201879","0.0196078431372549","0.165242165242165","0.015385405431696","1"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_876++_VT_026-crop-71-SYCP3.jpeg","23","Fancm+/+","pachytene","5","79.1563852972919","49.8","13","0.0367820279862918","0.0313725490196078","0.118473895582329","0.0329323814741504","5"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3mouse488_SYCP3mouse647_fancm_fvb_x_fancm_bl6_exon2_876++_VT_027-crop-73-SYCP3.jpeg","24","Fancm+/+","pachytene","4","95.0051690323066","59.375","13","0.0326271017554248","0.0274509803921569","0.113684210526316","0.0295230435262741","4"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3rabbit488_SYCP3mouse594_fancm_fvb_x_fancm_bl6_724++_slide01_001-crop-77-SYCP3.jpeg","25","Fancm+/+","pachytene","28","8.01834577215125","10.5909090909091","9.5","0.0644768584379575","0.0509803921568627","0.598712446351931","0.0622702799073349","16"
"~/Documents/svi/imaging/test-data-all/crops/pachytene/MLH3rabbit488_SYCP3mouse594_fancm_fvb_x_fancm_bl6_724++_slide01_006-crop-84-SYCP3.jpeg","26","Fancm+/+","pachytene","29","7.60708364085655","7.825","4.5","0.0202167880979988","0.0156862745098039","0.498402555910543","0.0244646268823105","51"
